X1,sex,race,age_cat=25 to 45,age_cat=Greater than 45,age_cat=Less than 25,priors_count=0,priors_count=1 to 3,priors_count=More than 3,c_charge_degree=F,c_charge_degree=M,two_year_recid
-0.38012366949290266,0,0,0,0,1,0,1,0,1,0,0
-0.8512366038925832,0,1,0,0,1,0,1,0,1,0,1
0.751882510937099,1,0,1,0,0,1,0,0,1,0,0
-1.7314739286919862,1,0,0,0,1,0,1,0,1,0,0
0.5004315452757311,0,0,1,0,0,0,0,1,1,0,1
-0.20846308610840364,0,1,0,1,0,0,1,0,0,1,1
0.2578814987528186,0,1,0,0,1,1,0,0,1,0,1
0.18476680582979127,0,0,1,0,0,1,0,0,1,0,0
-0.05746535072389064,0,1,0,1,0,1,0,0,1,0,0
0.8561504208447207,0,1,0,1,0,0,0,1,1,0,1
-0.9685380025386575,0,1,1,0,0,0,0,1,1,0,0
-0.524445715523574,0,0,1,0,0,0,0,1,0,1,0
0.2092443334605439,0,0,1,0,0,0,0,1,1,0,0
0.502656775060345,1,1,0,0,1,1,0,0,1,0,0
-0.09402269718540432,1,1,1,0,0,0,1,0,1,0,1
1.1339862539522245,0,1,0,1,0,0,0,1,1,0,0
-1.2056839195846505,0,1,1,0,0,1,0,0,0,1,0
1.5278519258288805,0,0,0,1,0,0,0,1,1,0,1
1.189934888536802,1,1,0,1,0,1,0,0,0,1,0
-1.379887622722994,0,0,1,0,0,0,0,1,1,0,1
1.3803509801059037,0,0,0,1,0,1,0,0,0,1,0
1.34951565309054,0,0,1,0,0,0,0,1,1,0,1
0.5141008139526448,0,1,0,1,0,0,1,0,1,0,1
-0.16014381078535947,0,0,1,0,0,0,1,0,1,0,1
-0.18048876881611492,0,0,1,0,0,0,0,1,1,0,0
-0.14138830260075683,0,0,0,0,1,0,1,0,1,0,1
0.9047875861369954,0,0,1,0,0,0,1,0,1,0,0
-0.35564614186215,0,0,0,0,1,0,1,0,1,0,1
1.0357582534599834,0,1,1,0,0,0,0,1,0,1,1
0.5051998948141894,0,1,1,0,0,0,1,0,1,0,0
-0.9799820414309575,0,1,1,0,0,1,0,0,0,1,1
0.8386664725370402,0,1,0,0,1,1,0,0,1,0,0
0.8911183174600815,0,0,1,0,0,0,0,1,0,1,1
-1.7282950289996808,0,1,1,0,0,0,0,1,0,1,1
-0.02694791367775749,0,0,1,0,0,1,0,0,1,0,0
-0.9729884621078853,0,0,0,0,1,0,0,1,1,0,1
0.2855379260758768,0,1,0,1,0,0,1,0,1,0,0
-1.039427465677071,0,1,0,0,1,0,1,0,1,0,1
0.21687369272207718,0,0,1,0,0,0,1,0,1,0,1
0.1583819383836553,0,0,1,0,0,0,0,1,1,0,1
1.2887986689675042,1,0,1,0,0,0,1,0,0,1,0
0.10116174392215564,0,1,1,0,0,0,1,0,0,1,0
-0.43352918432363563,0,0,1,0,0,0,0,1,0,1,1
0.13612964053751656,1,1,1,0,0,0,1,0,1,0,0
0.041398429706811554,0,0,1,0,0,1,0,0,0,1,0
0.639349461829483,0,1,1,0,0,0,1,0,1,0,0
-1.6942808022920115,0,0,1,0,0,0,0,1,1,0,1
1.2808514197367404,0,0,0,0,1,0,1,0,1,0,1
0.9899820978907837,0,0,1,0,0,0,1,0,1,0,0
0.11069844299907226,0,1,1,0,0,0,0,1,1,0,1
-1.1430595956462315,0,0,0,0,1,0,1,0,1,0,1
-1.499414251153682,1,1,0,1,0,1,0,0,0,1,0
0.77540636866016,1,0,1,0,0,0,0,1,1,0,1
-0.9192650573079216,1,0,1,0,0,0,1,0,0,1,0
-0.8995558792156274,0,0,0,0,1,0,1,0,1,0,0
1.0224068747523003,0,1,0,1,0,0,0,1,1,0,1
-1.1767559323846701,1,0,0,0,1,1,0,0,0,1,0
-1.6129009701689898,0,0,0,0,1,1,0,0,0,1,1
-1.4345646974306492,1,1,0,1,0,0,1,0,1,0,0
-0.27839887933912544,0,1,0,1,0,1,0,0,0,1,1
-0.8095930179233807,0,1,0,1,0,0,0,1,0,1,0
-0.40269385730827195,0,0,1,0,0,0,0,1,1,0,1
-1.3051834799538138,0,0,0,1,0,0,1,0,0,1,0
-0.7380677748465061,0,1,0,0,1,1,0,0,1,0,1
1.3463367533982344,0,0,1,0,0,0,1,0,0,1,0
-1.550912426169032,1,0,0,0,1,1,0,0,1,0,0
-0.03870984253928798,0,0,1,0,0,0,0,1,0,1,0
-1.6701211646304894,0,1,0,1,0,0,0,1,1,0,1
0.6838540575217605,0,0,1,0,0,0,1,0,1,0,0
0.07032641690679194,0,1,0,1,0,0,1,0,0,1,0
0.843752712044729,0,1,1,0,0,1,0,0,1,0,0
0.1997076343836273,0,0,0,1,0,0,1,0,0,1,0
1.72844049641336,0,1,1,0,0,0,1,0,0,1,0
0.17872689641441075,0,0,0,1,0,0,0,1,1,0,0
1.4515583332135478,1,1,1,0,0,1,0,0,1,0,0
0.9483385119215813,1,0,0,1,0,0,0,1,1,0,1
-0.6226737160158151,0,0,0,0,1,0,1,0,1,0,1
1.5491505537673276,1,1,0,1,0,1,0,0,0,1,0
0.3713682177681263,1,1,0,0,1,1,0,0,1,0,1
1.6346629554903467,0,0,1,0,0,1,0,0,1,0,0
-0.16046170075459004,0,1,1,0,0,0,1,0,1,0,0
0.2794980166604963,0,0,1,0,0,0,1,0,1,0,0
-1.2498706253076974,0,1,0,1,0,1,0,0,1,0,0
1.5370707349365667,1,1,1,0,0,1,0,0,1,0,1
-0.4621392815543855,0,1,0,0,1,0,0,1,1,0,1
-0.6233094959542762,0,1,0,0,1,1,0,0,1,0,1
-0.11850022481615695,0,0,1,0,0,0,1,0,1,0,0
-0.22086079490839525,0,0,0,1,0,0,0,1,1,0,1
1.3946560287212786,0,0,1,0,0,0,1,0,0,1,0
0.16887230736826359,0,1,0,0,1,0,1,0,1,0,1
-0.616315916631204,0,0,1,0,0,0,0,1,1,0,1
-0.9462857046925187,0,1,0,1,0,1,0,0,0,1,0
-1.0213077374309294,0,0,1,0,0,0,1,0,1,0,1
-1.5547271057997984,0,0,1,0,0,0,0,1,1,0,1
-0.8327989856772111,0,0,1,0,0,0,0,1,1,0,1
0.6228191834294943,0,1,0,1,0,0,1,0,0,1,1
0.5477971506910836,0,1,1,0,0,0,0,1,1,0,1
0.9098738256446842,0,0,0,0,1,1,0,0,0,1,0
-0.7377498848772756,0,0,1,0,0,0,1,0,1,0,0
0.4489333702603814,0,0,1,0,0,0,0,1,1,0,1
-1.2848385219230585,0,0,0,0,1,0,1,0,1,0,1
0.7528361808447908,0,0,0,0,1,0,1,0,1,0,1
-0.5314392948466462,0,1,0,0,1,1,0,0,1,0,1
-1.533110587892121,0,0,1,0,0,0,0,1,1,0,0
1.6995125092133796,0,0,1,0,0,0,0,1,0,1,1
-0.41954202567749127,0,1,0,1,0,1,0,0,1,0,0
-0.4545099222928522,0,1,1,0,0,1,0,0,0,1,0
1.654372133582641,0,1,1,0,0,0,0,1,1,0,1
0.47309300792190345,0,0,1,0,0,0,1,0,1,0,1
-1.2597252143538447,0,0,1,0,0,0,1,0,1,0,0
0.680675157829455,0,0,0,0,1,0,0,1,1,0,0
-0.2520140118929895,1,1,1,0,0,0,0,1,1,0,1
-1.012406818292474,0,1,0,0,1,1,0,0,1,0,1
1.4595055824443115,0,1,0,0,1,1,0,0,0,1,0
0.9969756772138559,1,0,0,0,1,0,1,0,1,0,0
-1.3608142245691608,0,0,1,0,0,0,0,1,1,0,1
1.566634502075008,0,1,1,0,0,0,1,0,0,1,0
-0.45482781226208274,0,0,1,0,0,1,0,0,1,0,0
-0.3136846659237169,0,1,0,1,0,0,1,0,0,1,1
1.4569624626904671,1,1,1,0,0,0,1,0,1,0,1
-0.2755378696160505,1,0,0,0,1,0,1,0,1,0,1
0.4454365805988453,1,0,0,0,1,0,1,0,1,0,0
-0.03298782309313801,0,1,0,1,0,1,0,0,1,0,0
1.2525592124752212,0,0,1,0,0,0,0,1,1,0,1
0.464192088783448,1,1,0,1,0,0,1,0,1,0,0
-0.12612958407769023,0,1,1,0,0,0,0,1,0,1,1
-0.4856631392774465,0,1,1,0,0,0,1,0,0,1,0
0.8831710682293177,1,1,1,0,0,0,1,0,1,0,0
-1.6713927245074116,0,0,1,0,0,0,1,0,1,0,0
-1.0639049933078235,0,1,0,1,0,0,1,0,1,0,1
-0.020590114293146413,0,0,0,0,1,0,1,0,1,0,1
0.745524711552488,1,1,0,0,1,1,0,0,1,0,0
-0.8874760603848663,0,1,1,0,0,1,0,0,1,0,1
1.3491977631213095,0,0,1,0,0,0,0,1,1,0,1
1.3212234458290206,0,0,1,0,0,1,0,0,0,1,0
0.24039755044513816,0,1,0,1,0,0,1,0,0,1,0
-0.6805296904157758,0,0,0,0,1,0,0,1,1,0,1
-1.4425119466614131,0,0,1,0,0,1,0,0,1,0,0
1.2522413225059905,0,0,1,0,0,0,1,0,1,0,1
-1.2403339262307809,0,1,1,0,0,0,1,0,0,1,1
-0.6055076576773651,0,0,1,0,0,0,1,0,1,0,0
-0.7615916325695671,0,1,0,1,0,1,0,0,0,1,0
-0.31209521607756413,1,1,1,0,0,1,0,0,1,0,0
0.9880747580754005,0,0,1,0,0,0,0,1,1,0,1
-1.3528669753383968,1,0,0,0,1,0,1,0,1,0,0
0.09798284422985011,0,0,0,0,1,0,1,0,1,0,1
0.40061409493733724,1,1,1,0,0,1,0,0,0,1,0
0.14979890921443037,0,0,0,0,1,0,1,0,1,0,0
1.4324849350597144,0,0,1,0,0,0,0,1,1,0,1
1.0309899039215251,0,1,1,0,0,0,1,0,1,0,0
1.3568271223828428,0,0,1,0,0,0,0,1,0,1,0
-0.22340391466223966,1,0,1,0,0,0,0,1,1,0,1
-1.0680375629078207,1,1,1,0,0,1,0,0,1,0,1
0.991253657767706,0,0,1,0,0,0,1,0,1,0,0
-0.450377352692855,0,0,1,0,0,0,0,1,0,1,1
-0.9167219375540773,0,0,1,0,0,0,1,0,1,0,0
0.7652338896447823,0,0,1,0,0,0,0,1,0,1,0
0.0706443068760225,0,0,0,0,1,0,1,0,1,0,1
-1.380523402661455,1,0,0,0,1,1,0,0,1,0,0
-0.6624099621696343,0,0,1,0,0,0,0,1,1,0,1
-0.73457098518497,0,1,1,0,0,1,0,0,0,1,0
-0.3305328342929363,1,1,0,1,0,0,0,1,1,0,1
0.6946623164755994,0,0,1,0,0,1,0,0,1,0,0
-0.23516584352377015,0,1,0,0,1,0,1,0,1,0,0
-0.5724471008773876,0,1,0,1,0,0,0,1,1,0,1
1.325991795367479,0,1,0,0,1,0,0,1,0,1,1
-0.14424931232383179,1,1,1,0,0,1,0,0,0,1,0
-0.5924741689389125,0,0,1,0,0,1,0,0,0,1,0
-0.46595396118515214,0,1,0,0,1,0,1,0,0,1,1
0.27759067684511296,0,0,0,1,0,0,1,0,1,0,0
0.5481150406603141,0,1,0,1,0,0,1,0,1,0,0
-1.0117710383540128,1,0,0,0,1,1,0,0,1,0,1
0.08558513542985852,0,1,1,0,0,0,0,1,1,0,1
1.2814871996752015,0,0,0,1,0,0,0,1,1,0,1
-1.01590360795401,0,1,0,1,0,0,0,1,0,1,0
1.3234486756136346,0,0,0,0,1,1,0,0,1,0,0
-0.47771589004668263,0,0,1,0,0,0,0,1,0,1,1
-0.4675434110313049,0,1,1,0,0,0,1,0,0,1,0
-0.7266237359542062,0,1,1,0,0,1,0,0,1,0,0
-0.45069524266208555,0,1,0,1,0,0,1,0,1,0,0
0.43876089124500367,1,1,0,1,0,0,1,0,0,1,0
-1.4495055259844851,0,1,1,0,0,0,1,0,0,1,1
1.0255857744446057,0,1,1,0,0,0,0,1,1,0,0
1.7316193961056654,0,1,0,1,0,1,0,0,0,1,1
1.652146903798027,0,0,1,0,0,0,0,1,1,0,1
-1.7104931907227698,0,0,1,0,0,0,0,1,0,1,1
-0.05047177140081846,0,1,1,0,0,1,0,0,1,0,0
-1.6815652035227895,0,1,1,0,0,0,1,0,0,1,1
0.6345811122910248,0,1,1,0,0,0,1,0,0,1,0
-0.909092578292544,0,1,1,0,0,1,0,0,1,0,0
0.02900072090681996,0,1,0,0,1,0,1,0,0,1,1
-0.41445578616980244,0,1,0,0,1,0,1,0,1,0,0
-0.8410641248772055,0,0,1,0,0,0,1,0,1,0,0
-0.5514663629081711,1,0,1,0,0,0,1,0,0,1,0
0.3875806061988845,0,1,1,0,0,0,1,0,0,1,0
-0.39983284758519694,0,0,1,0,0,1,0,0,0,1,0
-0.8006920987849252,0,0,0,1,0,0,0,1,0,1,0
1.412139977028959,0,1,0,0,1,1,0,0,1,0,1
0.19017093530671067,0,1,1,0,0,1,0,0,0,1,0
-0.44052276364670784,1,1,0,1,0,0,1,0,0,1,0
-0.38838880869289705,0,0,1,0,0,0,0,1,0,1,0
-0.10483095613924315,1,0,1,0,0,1,0,0,0,1,1
0.38535537641427065,1,0,1,0,0,1,0,0,0,1,0
0.5408035713680114,0,1,1,0,0,0,1,0,0,1,0
-0.38997825853904977,0,0,0,0,1,1,0,0,1,0,1
1.0007903568446226,0,0,1,0,0,0,0,1,0,1,1
0.9276756639215953,1,0,0,0,1,1,0,0,0,1,0
-1.3169454088153443,0,0,1,0,0,0,1,0,1,0,1
-0.5482874632158655,0,1,1,0,0,0,1,0,0,1,1
0.3453012402912209,1,0,1,0,0,0,1,0,1,0,1
-1.0708985726308957,0,0,0,0,1,0,1,0,0,1,0
-0.7895659498618558,0,1,0,1,0,1,0,0,0,1,1
1.2449298532136879,0,0,0,1,0,1,0,0,1,0,1
-0.3403874233390834,0,1,0,0,1,1,0,0,0,1,0
0.7951155467524543,0,1,1,0,0,0,0,1,1,0,1
-0.9310269861694521,0,1,0,0,1,0,1,0,1,0,0
0.40379299462964274,1,1,1,0,0,1,0,0,0,1,0
-0.7924269595849308,0,1,0,1,0,1,0,0,0,1,0
-0.8159508173079917,0,0,1,0,0,0,1,0,1,0,0
0.06619384730679474,0,1,0,1,0,0,1,0,1,0,1
-1.4243922184152715,1,0,1,0,0,1,0,0,0,1,0
-1.4084977199537438,0,0,1,0,0,1,0,0,1,0,0
-0.4586424918928494,0,0,1,0,0,0,1,0,0,1,0
0.7560150805370962,0,0,1,0,0,1,0,0,0,1,0
1.3574629023213038,0,0,0,0,1,0,1,0,1,0,1
0.171415427122108,0,1,1,0,0,0,0,1,0,1,1
-0.33752641361600844,1,1,0,1,0,0,1,0,0,1,0
-1.3852917521999133,0,0,0,0,1,0,1,0,1,0,1
0.7223187437986576,0,0,1,0,0,0,1,0,1,0,0
0.05474980841449481,0,1,0,1,0,0,0,1,0,1,1
-1.0012806693694045,0,1,0,1,0,1,0,0,0,1,0
-1.5099046201382904,0,0,0,1,0,1,0,0,0,1,0
-1.5334284778613514,0,0,1,0,0,0,1,0,0,1,0
0.34498335032199035,0,0,0,0,1,1,0,0,1,0,0
0.2636035181989686,0,0,0,1,0,1,0,0,1,0,1
-0.817222377184914,0,0,1,0,0,0,1,0,1,0,0
-0.1448850922622929,0,0,1,0,0,0,1,0,1,0,0
-1.5264348985382792,0,0,1,0,0,0,0,1,1,0,0
0.7340806726601881,0,0,1,0,0,0,0,1,0,1,1
-0.5292140650620323,0,0,0,1,0,0,1,0,0,1,0
-0.3982433977390442,1,0,1,0,0,1,0,0,1,0,0
-1.2304793371846336,0,0,1,0,0,0,0,1,1,0,1
-1.4113587296768189,0,0,1,0,0,0,0,1,0,1,1
-1.3693972537383856,1,0,1,0,0,0,1,0,1,0,0
-1.4463266262921797,0,0,1,0,0,1,0,0,0,1,0
0.4549732796757619,1,0,1,0,0,1,0,0,1,0,0
1.2223596653983184,0,1,0,0,1,0,1,0,1,0,0
0.95914677087542,0,0,1,0,0,0,0,1,1,0,1
-0.04252452217005462,0,0,0,1,0,1,0,0,0,1,0
1.2210881055213962,0,0,0,1,0,0,0,1,1,0,1
-0.43956909373901615,0,1,1,0,0,0,1,0,0,1,0
0.6886224070602188,0,0,1,0,0,1,0,0,0,1,0
0.5430288011526253,0,0,1,0,0,0,0,1,0,1,1
0.20701910367593002,0,0,1,0,0,0,1,0,0,1,0
0.9508816316754256,1,1,1,0,0,1,0,0,0,1,0
-1.5381968273998097,0,1,1,0,0,1,0,0,0,1,0
-0.7234448362619006,0,1,1,0,0,0,1,0,1,0,1
-0.8108645778003029,0,0,0,0,1,1,0,0,1,0,0
-1.0441958152155293,1,0,1,0,0,0,1,0,0,1,0
-0.4049190870928858,0,1,0,0,1,0,1,0,1,0,1
0.9060591460139176,1,0,1,0,0,0,1,0,0,1,1
-1.2543210848769253,1,0,0,1,0,1,0,0,1,0,0
-0.4936103885082103,0,1,1,0,0,0,1,0,1,0,1
-0.18811812807764822,0,0,0,0,1,1,0,0,1,0,0
0.7331270027524964,1,1,0,1,0,1,0,0,1,0,1
1.7243079268133628,0,0,0,0,1,0,1,0,1,0,0
-0.7107292374926785,0,0,1,0,0,1,0,0,0,1,0
-0.049200211523896246,1,0,1,0,0,1,0,0,0,1,1
0.3662819782604374,1,0,1,0,0,0,1,0,1,0,0
-0.39919706764673585,0,0,1,0,0,0,1,0,0,1,0
-1.6535908862305007,0,1,1,0,0,0,0,1,0,1,0
-0.5234920456158824,1,0,1,0,0,0,0,1,1,0,0
-1.081388941615504,0,1,1,0,0,0,0,1,1,0,1
0.39362051561426503,0,0,0,0,1,0,1,0,0,1,0
0.44035034109115645,1,0,1,0,0,1,0,0,0,1,0
-1.1707160229692897,0,0,0,1,0,0,1,0,1,0,0
-1.151960514784687,0,0,0,0,1,1,0,0,1,0,0
-0.5317571848158767,1,0,1,0,0,1,0,0,0,1,0
1.0764481695214942,0,1,1,0,0,0,1,0,1,0,0
-1.6764789640151005,0,0,1,0,0,0,1,0,1,0,1
-1.7445074174304391,0,0,0,0,1,0,1,0,0,1,1
-0.23389428364684794,0,1,1,0,0,0,1,0,1,0,0
-0.06509470998542392,0,1,1,0,0,0,0,1,0,1,0
0.1145131226298389,0,0,0,1,0,0,0,1,1,0,1
-1.719711999830456,0,0,0,0,1,0,1,0,1,0,1
0.9232252043523674,0,1,1,0,0,1,0,0,1,0,1
0.9089201557369926,0,1,1,0,0,0,0,1,1,0,1
1.0942500077984054,0,0,0,0,1,1,0,0,1,0,0
0.8275403236139708,0,0,0,1,0,0,1,0,1,0,1
1.167046810752202,1,1,0,0,1,1,0,0,1,0,1
-0.24947089213914506,0,1,1,0,0,0,1,0,1,0,0
-0.601375088077368,0,1,0,1,0,0,0,1,1,0,0
1.1079192764753192,0,0,0,0,1,0,1,0,1,0,0
1.2061472769675603,0,0,0,1,0,0,1,0,0,1,0
0.8049701357986015,0,0,1,0,0,0,0,1,0,1,1
0.6307664326602581,0,1,1,0,0,0,1,0,1,0,0
-1.0858394011847319,0,0,0,0,1,0,1,0,0,1,1
-1.3461912859845553,0,0,1,0,0,0,1,0,1,0,1
1.678531771244163,0,1,0,1,0,1,0,0,0,1,0
-0.3804415594621332,0,0,0,0,1,0,1,0,1,0,1
1.6588225931518688,0,1,0,1,0,0,0,1,0,1,0
-0.12994426370845688,1,0,0,0,1,1,0,0,0,1,0
0.8234077540139736,1,0,1,0,0,0,1,0,0,1,0
-0.1731772995238122,0,1,0,0,1,1,0,0,0,1,1
-1.0352948960770738,0,0,0,0,1,0,1,0,1,0,0
-0.17476674936996495,0,0,1,0,0,0,0,1,1,0,1
1.42421979585972,0,0,0,0,1,0,1,0,1,0,1
-1.0823426115231958,1,1,0,1,0,1,0,0,0,1,0
0.21941681247592162,0,0,1,0,0,0,1,0,0,1,0
0.9279935538908258,1,1,1,0,0,0,1,0,1,0,1
1.3209055558597902,0,0,1,0,0,0,0,1,0,1,0
-0.7987847589695418,0,1,0,1,0,1,0,0,0,1,0
-0.16713739010843168,0,1,1,0,0,0,0,1,1,0,1
1.2703610507521321,0,0,1,0,0,0,0,1,1,0,1
-1.2867458617384417,0,0,0,1,0,1,0,0,1,0,0
0.46991410822959795,0,1,1,0,0,1,0,0,1,0,1
-1.4692147040767796,1,1,0,1,0,0,1,0,0,1,1
-0.317181455585253,0,1,0,0,1,1,0,0,1,0,0
-0.32099613521601966,0,0,1,0,0,0,0,1,1,0,0
-1.042288475400146,1,1,0,0,1,0,1,0,1,0,0
1.4245376858289507,0,0,0,0,1,1,0,0,1,0,0
-0.7228090563234395,0,1,1,0,0,0,1,0,1,0,0
0.3799512469373512,0,0,1,0,0,0,0,1,1,0,1
1.3418862938290066,1,0,0,1,0,1,0,0,1,0,0
1.6496037840441826,0,0,1,0,0,0,0,1,0,1,1
-1.4587243350921713,0,0,1,0,0,0,1,0,0,1,1
0.010880992660678402,1,0,0,0,1,0,1,0,0,1,1
0.6501577207833219,0,0,1,0,0,1,0,0,1,0,0
0.008019982937603417,1,1,1,0,0,1,0,0,1,0,0
-0.34610944278523337,0,1,1,0,0,1,0,0,0,1,0
1.4881156796750614,0,0,1,0,0,0,1,0,0,1,0
-0.7946521893695446,0,0,1,0,0,0,1,0,1,0,0
-0.15124289164690397,0,0,1,0,0,0,0,1,1,0,1
0.9690013599215672,1,1,0,1,0,0,1,0,1,0,0
0.97631282921387,1,1,1,0,0,1,0,0,0,1,0
-1.3191706385999582,0,1,0,1,0,0,1,0,1,0,1
0.9861674182600171,0,0,1,0,0,0,0,1,1,0,0
-1.3722582634614606,0,1,0,0,1,0,1,0,0,1,1
1.3441115236136205,1,0,0,0,1,0,1,0,0,1,0
-1.0556398541078291,1,0,1,0,0,0,1,0,1,0,1
-0.15442179133920952,1,1,1,0,0,0,1,0,1,0,1
-1.3751192731845356,0,1,0,1,0,1,0,0,0,1,0
-0.09497636709309598,1,0,1,0,0,0,0,1,1,0,0
0.33735399106045705,0,1,1,0,0,1,0,0,1,0,0
0.19398561493747732,0,0,0,1,0,0,1,0,0,1,1
-1.3503238555845525,0,0,1,0,0,0,1,0,1,0,1
0.3039755442912489,0,0,0,1,0,0,0,1,0,1,1
0.48072236718343675,0,1,0,0,1,1,0,0,1,0,0
1.247790862936763,0,1,0,1,0,0,0,1,0,1,0
-0.35469247195445835,0,0,1,0,0,0,0,1,1,0,1
0.0843135755529363,0,0,0,1,0,0,0,1,0,1,0
1.729076276351821,0,0,0,0,1,1,0,0,0,1,0
0.3240026123527738,0,0,0,0,1,0,1,0,1,0,1
1.7065060885364518,1,1,1,0,0,1,0,0,0,1,0
-0.36709018075444994,0,0,0,0,1,1,0,0,1,0,1
-0.8337526555849027,0,1,0,1,0,0,0,1,1,0,0
0.7124641547525103,0,1,0,1,0,0,0,1,0,1,1
-0.39442871810827757,0,0,1,0,0,0,1,0,1,0,1
-1.2594073243846142,0,0,1,0,0,1,0,0,1,0,0
1.5720386315519275,0,0,0,1,0,0,0,1,0,1,1
0.4161907034296343,0,1,0,0,1,0,1,0,1,0,0
1.3526945527828456,0,1,1,0,0,0,0,1,1,0,1
1.2236312252752408,0,1,0,0,1,0,0,1,1,0,0
1.6677235122903242,1,0,1,0,0,1,0,0,1,0,0
0.5935733062602833,0,0,0,1,0,0,0,1,0,1,0
-0.3009690671544948,1,0,1,0,0,0,1,0,0,1,0
0.8685481296447123,0,0,0,0,1,0,0,1,1,0,1
-1.0594545337385959,0,0,0,0,1,0,1,0,1,0,0
-0.012007085123921464,1,0,0,0,1,1,0,0,1,0,1
1.6426102047211104,1,0,0,1,0,1,0,0,1,0,0
-0.6748076709696259,1,0,0,1,0,0,1,0,1,0,0
1.4184977764135702,0,1,0,0,1,0,1,0,1,0,0
-1.50958673016906,0,0,1,0,0,0,0,1,1,0,1
-0.2218144648160869,0,0,1,0,0,1,0,0,1,0,1
1.7224005869979795,0,0,1,0,0,0,1,0,0,1,0
-0.10832774580077924,1,1,1,0,0,1,0,0,1,0,0
-1.370668813615308,0,1,0,0,1,1,0,0,1,0,1
1.0084197161061559,0,1,1,0,0,0,0,1,1,0,0
-1.341422936446097,0,0,0,0,1,0,1,0,1,0,1
0.37009665789120405,1,0,0,0,1,0,1,0,1,0,0
-0.9806178213694186,0,1,0,1,0,1,0,0,1,0,0
0.943570162383123,0,0,0,0,1,0,1,0,1,0,1
-0.029173143462371362,0,0,0,0,1,0,1,0,1,0,1
-1.2791165024769084,0,0,0,1,0,0,0,1,0,1,1
-1.5149908596459793,1,1,0,0,1,0,0,1,1,0,1
1.5224477963519611,0,0,0,0,1,1,0,0,1,0,0
1.076766059490725,0,0,1,0,0,1,0,0,1,0,0
-1.3312504574307193,0,0,0,0,1,1,0,0,1,0,0
1.2986532580136514,0,1,0,1,0,1,0,0,1,0,0
0.5001136553065005,1,1,1,0,0,1,0,0,0,1,1
0.011516772599139509,0,0,1,0,0,0,0,1,1,0,1
-1.0232150772463127,0,1,1,0,0,1,0,0,0,1,0
-1.220306858169256,0,1,1,0,0,0,1,0,0,1,0
0.358016839060443,1,1,1,0,0,0,1,0,0,1,1
0.9076485958600703,1,0,0,0,1,1,0,0,1,0,0
-0.21259565570840083,1,0,1,0,0,0,1,0,1,0,0
0.8755417089677844,0,0,1,0,0,0,0,1,0,1,0
-0.871263671954108,0,0,0,0,1,0,1,0,1,0,1
0.36691775819889855,1,0,1,0,0,0,0,1,1,0,1
-0.5689503112158515,0,0,1,0,0,0,1,0,1,0,1
1.4083252973981923,0,0,1,0,0,0,0,1,1,0,1
-1.3166275188461138,0,0,1,0,0,0,0,1,0,1,1
-0.7005567584773007,0,0,1,0,0,0,1,0,1,0,1
